Base File,Compare File,Is Similar
mp-1007824-GaN.cif,test_1002.cif,False
mp-1181864-GaN.cif,test_1002.cif,False
mp-2646978-GaN.cif,test_1002.cif,False
mp-2853-GaN.cif,test_1002.cif,False
mp-804-GaN.cif,test_1002.cif,False
mp-1007824-GaN.cif,test_1006.cif,False
mp-1181864-GaN.cif,test_1006.cif,False
mp-2646978-GaN.cif,test_1006.cif,False
mp-2853-GaN.cif,test_1006.cif,False
mp-804-GaN.cif,test_1006.cif,False
mp-1007824-GaN.cif,test_1025.cif,False
mp-1181864-GaN.cif,test_1025.cif,False
mp-2646978-GaN.cif,test_1025.cif,False
mp-2853-GaN.cif,test_1025.cif,False
mp-804-GaN.cif,test_1025.cif,False
mp-1007824-GaN.cif,test_1056.cif,False
mp-1181864-GaN.cif,test_1056.cif,False
mp-2646978-GaN.cif,test_1056.cif,False
mp-2853-GaN.cif,test_1056.cif,False
mp-804-GaN.cif,test_1056.cif,False
mp-1007824-GaN.cif,test_1060.cif,False
mp-1181864-GaN.cif,test_1060.cif,False
mp-2646978-GaN.cif,test_1060.cif,False
mp-2853-GaN.cif,test_1060.cif,False
mp-804-GaN.cif,test_1060.cif,False
mp-1007824-GaN.cif,test_1067.cif,False
mp-1181864-GaN.cif,test_1067.cif,False
mp-2646978-GaN.cif,test_1067.cif,False
mp-2853-GaN.cif,test_1067.cif,False
mp-804-GaN.cif,test_1067.cif,False
mp-1007824-GaN.cif,test_1068.cif,False
mp-1181864-GaN.cif,test_1068.cif,False
mp-2646978-GaN.cif,test_1068.cif,False
mp-2853-GaN.cif,test_1068.cif,False
mp-804-GaN.cif,test_1068.cif,False
mp-1007824-GaN.cif,test_1071.cif,False
mp-1181864-GaN.cif,test_1071.cif,False
mp-2646978-GaN.cif,test_1071.cif,False
mp-2853-GaN.cif,test_1071.cif,False
mp-804-GaN.cif,test_1071.cif,False
mp-1007824-GaN.cif,test_1084.cif,False
mp-1181864-GaN.cif,test_1084.cif,False
mp-2646978-GaN.cif,test_1084.cif,False
mp-2853-GaN.cif,test_1084.cif,False
mp-804-GaN.cif,test_1084.cif,False
mp-1007824-GaN.cif,test_1088.cif,False
mp-1181864-GaN.cif,test_1088.cif,False
mp-2646978-GaN.cif,test_1088.cif,False
mp-2853-GaN.cif,test_1088.cif,False
mp-804-GaN.cif,test_1088.cif,False
mp-1007824-GaN.cif,test_1089.cif,False
mp-1181864-GaN.cif,test_1089.cif,False
mp-2646978-GaN.cif,test_1089.cif,False
mp-2853-GaN.cif,test_1089.cif,False
mp-804-GaN.cif,test_1089.cif,False
mp-1007824-GaN.cif,test_1107.cif,False
mp-1181864-GaN.cif,test_1107.cif,False
mp-2646978-GaN.cif,test_1107.cif,False
mp-2853-GaN.cif,test_1107.cif,False
mp-804-GaN.cif,test_1107.cif,False
mp-1007824-GaN.cif,test_1128.cif,False
mp-1181864-GaN.cif,test_1128.cif,False
mp-2646978-GaN.cif,test_1128.cif,False
mp-2853-GaN.cif,test_1128.cif,False
mp-804-GaN.cif,test_1128.cif,False
mp-1007824-GaN.cif,test_1136.cif,False
mp-1181864-GaN.cif,test_1136.cif,False
mp-2646978-GaN.cif,test_1136.cif,False
mp-2853-GaN.cif,test_1136.cif,False
mp-804-GaN.cif,test_1136.cif,False
mp-1007824-GaN.cif,test_1139.cif,False
mp-1181864-GaN.cif,test_1139.cif,False
mp-2646978-GaN.cif,test_1139.cif,False
mp-2853-GaN.cif,test_1139.cif,False
mp-804-GaN.cif,test_1139.cif,False
mp-1007824-GaN.cif,test_1143.cif,False
mp-1181864-GaN.cif,test_1143.cif,False
mp-2646978-GaN.cif,test_1143.cif,False
mp-2853-GaN.cif,test_1143.cif,False
mp-804-GaN.cif,test_1143.cif,False
mp-1007824-GaN.cif,test_1145.cif,False
mp-1181864-GaN.cif,test_1145.cif,False
mp-2646978-GaN.cif,test_1145.cif,False
mp-2853-GaN.cif,test_1145.cif,False
mp-804-GaN.cif,test_1145.cif,False
mp-1007824-GaN.cif,test_1154.cif,False
mp-1181864-GaN.cif,test_1154.cif,False
mp-2646978-GaN.cif,test_1154.cif,False
mp-2853-GaN.cif,test_1154.cif,False
mp-804-GaN.cif,test_1154.cif,False
mp-1007824-GaN.cif,test_1169.cif,False
mp-1181864-GaN.cif,test_1169.cif,False
mp-2646978-GaN.cif,test_1169.cif,False
mp-2853-GaN.cif,test_1169.cif,False
mp-804-GaN.cif,test_1169.cif,False
mp-1007824-GaN.cif,test_1215.cif,False
mp-1181864-GaN.cif,test_1215.cif,False
mp-2646978-GaN.cif,test_1215.cif,True
mp-2853-GaN.cif,test_1215.cif,False
mp-804-GaN.cif,test_1215.cif,False
mp-1007824-GaN.cif,test_1216.cif,False
mp-1181864-GaN.cif,test_1216.cif,False
mp-2646978-GaN.cif,test_1216.cif,False
mp-2853-GaN.cif,test_1216.cif,False
mp-804-GaN.cif,test_1216.cif,False
mp-1007824-GaN.cif,test_1219.cif,False
mp-1181864-GaN.cif,test_1219.cif,False
mp-2646978-GaN.cif,test_1219.cif,False
mp-2853-GaN.cif,test_1219.cif,False
mp-804-GaN.cif,test_1219.cif,False
mp-1007824-GaN.cif,test_1228.cif,False
mp-1181864-GaN.cif,test_1228.cif,False
mp-2646978-GaN.cif,test_1228.cif,False
mp-2853-GaN.cif,test_1228.cif,False
mp-804-GaN.cif,test_1228.cif,False
mp-1007824-GaN.cif,test_1230.cif,False
mp-1181864-GaN.cif,test_1230.cif,False
mp-2646978-GaN.cif,test_1230.cif,False
mp-2853-GaN.cif,test_1230.cif,False
mp-804-GaN.cif,test_1230.cif,False
mp-1007824-GaN.cif,test_1242.cif,False
mp-1181864-GaN.cif,test_1242.cif,False
mp-2646978-GaN.cif,test_1242.cif,True
mp-2853-GaN.cif,test_1242.cif,True
mp-804-GaN.cif,test_1242.cif,False
mp-1007824-GaN.cif,test_1248.cif,False
mp-1181864-GaN.cif,test_1248.cif,False
mp-2646978-GaN.cif,test_1248.cif,False
mp-2853-GaN.cif,test_1248.cif,False
mp-804-GaN.cif,test_1248.cif,False
mp-1007824-GaN.cif,test_1259.cif,False
mp-1181864-GaN.cif,test_1259.cif,False
mp-2646978-GaN.cif,test_1259.cif,False
mp-2853-GaN.cif,test_1259.cif,False
mp-804-GaN.cif,test_1259.cif,False
mp-1007824-GaN.cif,test_1265.cif,False
mp-1181864-GaN.cif,test_1265.cif,False
mp-2646978-GaN.cif,test_1265.cif,False
mp-2853-GaN.cif,test_1265.cif,False
mp-804-GaN.cif,test_1265.cif,False
mp-1007824-GaN.cif,test_1310.cif,False
mp-1181864-GaN.cif,test_1310.cif,False
mp-2646978-GaN.cif,test_1310.cif,False
mp-2853-GaN.cif,test_1310.cif,False
mp-804-GaN.cif,test_1310.cif,False
mp-1007824-GaN.cif,test_1331.cif,False
mp-1181864-GaN.cif,test_1331.cif,False
mp-2646978-GaN.cif,test_1331.cif,False
mp-2853-GaN.cif,test_1331.cif,False
mp-804-GaN.cif,test_1331.cif,False
mp-1007824-GaN.cif,test_1333.cif,False
mp-1181864-GaN.cif,test_1333.cif,False
mp-2646978-GaN.cif,test_1333.cif,False
mp-2853-GaN.cif,test_1333.cif,False
mp-804-GaN.cif,test_1333.cif,False
mp-1007824-GaN.cif,test_1339.cif,False
mp-1181864-GaN.cif,test_1339.cif,False
mp-2646978-GaN.cif,test_1339.cif,False
mp-2853-GaN.cif,test_1339.cif,False
mp-804-GaN.cif,test_1339.cif,False
mp-1007824-GaN.cif,test_1340.cif,False
mp-1181864-GaN.cif,test_1340.cif,False
mp-2646978-GaN.cif,test_1340.cif,False
mp-2853-GaN.cif,test_1340.cif,False
mp-804-GaN.cif,test_1340.cif,False
mp-1007824-GaN.cif,test_1370.cif,False
mp-1181864-GaN.cif,test_1370.cif,False
mp-2646978-GaN.cif,test_1370.cif,False
mp-2853-GaN.cif,test_1370.cif,False
mp-804-GaN.cif,test_1370.cif,False
mp-1007824-GaN.cif,test_138.cif,False
mp-1181864-GaN.cif,test_138.cif,False
mp-2646978-GaN.cif,test_138.cif,False
mp-2853-GaN.cif,test_138.cif,False
mp-804-GaN.cif,test_138.cif,False
mp-1007824-GaN.cif,test_1384.cif,False
mp-1181864-GaN.cif,test_1384.cif,False
mp-2646978-GaN.cif,test_1384.cif,False
mp-2853-GaN.cif,test_1384.cif,False
mp-804-GaN.cif,test_1384.cif,False
mp-1007824-GaN.cif,test_1387.cif,False
mp-1181864-GaN.cif,test_1387.cif,False
mp-2646978-GaN.cif,test_1387.cif,False
mp-2853-GaN.cif,test_1387.cif,False
mp-804-GaN.cif,test_1387.cif,False
mp-1007824-GaN.cif,test_1388.cif,False
mp-1181864-GaN.cif,test_1388.cif,False
mp-2646978-GaN.cif,test_1388.cif,False
mp-2853-GaN.cif,test_1388.cif,False
mp-804-GaN.cif,test_1388.cif,False
mp-1007824-GaN.cif,test_1395.cif,False
mp-1181864-GaN.cif,test_1395.cif,False
mp-2646978-GaN.cif,test_1395.cif,False
mp-2853-GaN.cif,test_1395.cif,False
mp-804-GaN.cif,test_1395.cif,False
mp-1007824-GaN.cif,test_1408.cif,False
mp-1181864-GaN.cif,test_1408.cif,False
mp-2646978-GaN.cif,test_1408.cif,False
mp-2853-GaN.cif,test_1408.cif,False
mp-804-GaN.cif,test_1408.cif,False
mp-1007824-GaN.cif,test_1416.cif,False
mp-1181864-GaN.cif,test_1416.cif,False
mp-2646978-GaN.cif,test_1416.cif,False
mp-2853-GaN.cif,test_1416.cif,False
mp-804-GaN.cif,test_1416.cif,False
mp-1007824-GaN.cif,test_1419.cif,False
mp-1181864-GaN.cif,test_1419.cif,False
mp-2646978-GaN.cif,test_1419.cif,False
mp-2853-GaN.cif,test_1419.cif,False
mp-804-GaN.cif,test_1419.cif,False
mp-1007824-GaN.cif,test_1431.cif,False
mp-1181864-GaN.cif,test_1431.cif,False
mp-2646978-GaN.cif,test_1431.cif,False
mp-2853-GaN.cif,test_1431.cif,False
mp-804-GaN.cif,test_1431.cif,False
mp-1007824-GaN.cif,test_1449.cif,False
mp-1181864-GaN.cif,test_1449.cif,False
mp-2646978-GaN.cif,test_1449.cif,False
mp-2853-GaN.cif,test_1449.cif,False
mp-804-GaN.cif,test_1449.cif,False
mp-1007824-GaN.cif,test_1460.cif,False
mp-1181864-GaN.cif,test_1460.cif,False
mp-2646978-GaN.cif,test_1460.cif,False
mp-2853-GaN.cif,test_1460.cif,False
mp-804-GaN.cif,test_1460.cif,False
mp-1007824-GaN.cif,test_1470.cif,False
mp-1181864-GaN.cif,test_1470.cif,False
mp-2646978-GaN.cif,test_1470.cif,False
mp-2853-GaN.cif,test_1470.cif,False
mp-804-GaN.cif,test_1470.cif,False
mp-1007824-GaN.cif,test_1485.cif,False
mp-1181864-GaN.cif,test_1485.cif,False
mp-2646978-GaN.cif,test_1485.cif,False
mp-2853-GaN.cif,test_1485.cif,False
mp-804-GaN.cif,test_1485.cif,False
mp-1007824-GaN.cif,test_1496.cif,False
mp-1181864-GaN.cif,test_1496.cif,False
mp-2646978-GaN.cif,test_1496.cif,False
mp-2853-GaN.cif,test_1496.cif,False
mp-804-GaN.cif,test_1496.cif,False
mp-1007824-GaN.cif,test_1500.cif,False
mp-1181864-GaN.cif,test_1500.cif,False
mp-2646978-GaN.cif,test_1500.cif,False
mp-2853-GaN.cif,test_1500.cif,False
mp-804-GaN.cif,test_1500.cif,False
mp-1007824-GaN.cif,test_1509.cif,False
mp-1181864-GaN.cif,test_1509.cif,False
mp-2646978-GaN.cif,test_1509.cif,False
mp-2853-GaN.cif,test_1509.cif,False
mp-804-GaN.cif,test_1509.cif,False
mp-1007824-GaN.cif,test_1512.cif,False
mp-1181864-GaN.cif,test_1512.cif,False
mp-2646978-GaN.cif,test_1512.cif,False
mp-2853-GaN.cif,test_1512.cif,False
mp-804-GaN.cif,test_1512.cif,False
mp-1007824-GaN.cif,test_1527.cif,False
mp-1181864-GaN.cif,test_1527.cif,False
mp-2646978-GaN.cif,test_1527.cif,False
mp-2853-GaN.cif,test_1527.cif,False
mp-804-GaN.cif,test_1527.cif,False
mp-1007824-GaN.cif,test_1545.cif,False
mp-1181864-GaN.cif,test_1545.cif,False
mp-2646978-GaN.cif,test_1545.cif,False
mp-2853-GaN.cif,test_1545.cif,False
mp-804-GaN.cif,test_1545.cif,False
mp-1007824-GaN.cif,test_1555.cif,False
mp-1181864-GaN.cif,test_1555.cif,False
mp-2646978-GaN.cif,test_1555.cif,True
mp-2853-GaN.cif,test_1555.cif,False
mp-804-GaN.cif,test_1555.cif,False
mp-1007824-GaN.cif,test_1568.cif,False
mp-1181864-GaN.cif,test_1568.cif,False
mp-2646978-GaN.cif,test_1568.cif,False
mp-2853-GaN.cif,test_1568.cif,False
mp-804-GaN.cif,test_1568.cif,False
mp-1007824-GaN.cif,test_1577.cif,False
mp-1181864-GaN.cif,test_1577.cif,False
mp-2646978-GaN.cif,test_1577.cif,False
mp-2853-GaN.cif,test_1577.cif,False
mp-804-GaN.cif,test_1577.cif,False
mp-1007824-GaN.cif,test_1584.cif,False
mp-1181864-GaN.cif,test_1584.cif,False
mp-2646978-GaN.cif,test_1584.cif,False
mp-2853-GaN.cif,test_1584.cif,False
mp-804-GaN.cif,test_1584.cif,False
mp-1007824-GaN.cif,test_1591.cif,False
mp-1181864-GaN.cif,test_1591.cif,False
mp-2646978-GaN.cif,test_1591.cif,False
mp-2853-GaN.cif,test_1591.cif,False
mp-804-GaN.cif,test_1591.cif,False
mp-1007824-GaN.cif,test_1592.cif,False
mp-1181864-GaN.cif,test_1592.cif,False
mp-2646978-GaN.cif,test_1592.cif,False
mp-2853-GaN.cif,test_1592.cif,False
mp-804-GaN.cif,test_1592.cif,False
mp-1007824-GaN.cif,test_1593.cif,False
mp-1181864-GaN.cif,test_1593.cif,False
mp-2646978-GaN.cif,test_1593.cif,False
mp-2853-GaN.cif,test_1593.cif,False
mp-804-GaN.cif,test_1593.cif,False
mp-1007824-GaN.cif,test_1636.cif,False
mp-1181864-GaN.cif,test_1636.cif,False
mp-2646978-GaN.cif,test_1636.cif,False
mp-2853-GaN.cif,test_1636.cif,False
mp-804-GaN.cif,test_1636.cif,True
mp-1007824-GaN.cif,test_166.cif,False
mp-1181864-GaN.cif,test_166.cif,False
mp-2646978-GaN.cif,test_166.cif,False
mp-2853-GaN.cif,test_166.cif,False
mp-804-GaN.cif,test_166.cif,False
mp-1007824-GaN.cif,test_1664.cif,False
mp-1181864-GaN.cif,test_1664.cif,False
mp-2646978-GaN.cif,test_1664.cif,False
mp-2853-GaN.cif,test_1664.cif,False
mp-804-GaN.cif,test_1664.cif,False
mp-1007824-GaN.cif,test_1670.cif,False
mp-1181864-GaN.cif,test_1670.cif,False
mp-2646978-GaN.cif,test_1670.cif,False
mp-2853-GaN.cif,test_1670.cif,False
mp-804-GaN.cif,test_1670.cif,False
mp-1007824-GaN.cif,test_1694.cif,False
mp-1181864-GaN.cif,test_1694.cif,False
mp-2646978-GaN.cif,test_1694.cif,False
mp-2853-GaN.cif,test_1694.cif,False
mp-804-GaN.cif,test_1694.cif,False
mp-1007824-GaN.cif,test_1696.cif,False
mp-1181864-GaN.cif,test_1696.cif,False
mp-2646978-GaN.cif,test_1696.cif,False
mp-2853-GaN.cif,test_1696.cif,False
mp-804-GaN.cif,test_1696.cif,False
mp-1007824-GaN.cif,test_1737.cif,False
mp-1181864-GaN.cif,test_1737.cif,False
mp-2646978-GaN.cif,test_1737.cif,False
mp-2853-GaN.cif,test_1737.cif,False
mp-804-GaN.cif,test_1737.cif,False
mp-1007824-GaN.cif,test_1738.cif,False
mp-1181864-GaN.cif,test_1738.cif,False
mp-2646978-GaN.cif,test_1738.cif,False
mp-2853-GaN.cif,test_1738.cif,False
mp-804-GaN.cif,test_1738.cif,False
mp-1007824-GaN.cif,test_1767.cif,False
mp-1181864-GaN.cif,test_1767.cif,False
mp-2646978-GaN.cif,test_1767.cif,False
mp-2853-GaN.cif,test_1767.cif,False
mp-804-GaN.cif,test_1767.cif,False
mp-1007824-GaN.cif,test_1774.cif,False
mp-1181864-GaN.cif,test_1774.cif,False
mp-2646978-GaN.cif,test_1774.cif,False
mp-2853-GaN.cif,test_1774.cif,False
mp-804-GaN.cif,test_1774.cif,False
mp-1007824-GaN.cif,test_1781.cif,False
mp-1181864-GaN.cif,test_1781.cif,False
mp-2646978-GaN.cif,test_1781.cif,False
mp-2853-GaN.cif,test_1781.cif,False
mp-804-GaN.cif,test_1781.cif,False
mp-1007824-GaN.cif,test_1784.cif,False
mp-1181864-GaN.cif,test_1784.cif,False
mp-2646978-GaN.cif,test_1784.cif,False
mp-2853-GaN.cif,test_1784.cif,False
mp-804-GaN.cif,test_1784.cif,False
mp-1007824-GaN.cif,test_1785.cif,False
mp-1181864-GaN.cif,test_1785.cif,False
mp-2646978-GaN.cif,test_1785.cif,False
mp-2853-GaN.cif,test_1785.cif,False
mp-804-GaN.cif,test_1785.cif,False
mp-1007824-GaN.cif,test_1813.cif,False
mp-1181864-GaN.cif,test_1813.cif,False
mp-2646978-GaN.cif,test_1813.cif,False
mp-2853-GaN.cif,test_1813.cif,False
mp-804-GaN.cif,test_1813.cif,False
mp-1007824-GaN.cif,test_1818.cif,False
mp-1181864-GaN.cif,test_1818.cif,False
mp-2646978-GaN.cif,test_1818.cif,False
mp-2853-GaN.cif,test_1818.cif,False
mp-804-GaN.cif,test_1818.cif,False
mp-1007824-GaN.cif,test_1824.cif,False
mp-1181864-GaN.cif,test_1824.cif,False
mp-2646978-GaN.cif,test_1824.cif,False
mp-2853-GaN.cif,test_1824.cif,False
mp-804-GaN.cif,test_1824.cif,False
mp-1007824-GaN.cif,test_1828.cif,False
mp-1181864-GaN.cif,test_1828.cif,False
mp-2646978-GaN.cif,test_1828.cif,False
mp-2853-GaN.cif,test_1828.cif,False
mp-804-GaN.cif,test_1828.cif,False
mp-1007824-GaN.cif,test_1836.cif,False
mp-1181864-GaN.cif,test_1836.cif,False
mp-2646978-GaN.cif,test_1836.cif,False
mp-2853-GaN.cif,test_1836.cif,False
mp-804-GaN.cif,test_1836.cif,False
mp-1007824-GaN.cif,test_1848.cif,False
mp-1181864-GaN.cif,test_1848.cif,False
mp-2646978-GaN.cif,test_1848.cif,False
mp-2853-GaN.cif,test_1848.cif,False
mp-804-GaN.cif,test_1848.cif,False
mp-1007824-GaN.cif,test_1852.cif,False
mp-1181864-GaN.cif,test_1852.cif,False
mp-2646978-GaN.cif,test_1852.cif,False
mp-2853-GaN.cif,test_1852.cif,False
mp-804-GaN.cif,test_1852.cif,False
mp-1007824-GaN.cif,test_1869.cif,False
mp-1181864-GaN.cif,test_1869.cif,False
mp-2646978-GaN.cif,test_1869.cif,False
mp-2853-GaN.cif,test_1869.cif,False
mp-804-GaN.cif,test_1869.cif,False
mp-1007824-GaN.cif,test_1889.cif,False
mp-1181864-GaN.cif,test_1889.cif,False
mp-2646978-GaN.cif,test_1889.cif,False
mp-2853-GaN.cif,test_1889.cif,False
mp-804-GaN.cif,test_1889.cif,False
mp-1007824-GaN.cif,test_1897.cif,False
mp-1181864-GaN.cif,test_1897.cif,False
mp-2646978-GaN.cif,test_1897.cif,False
mp-2853-GaN.cif,test_1897.cif,True
mp-804-GaN.cif,test_1897.cif,False
mp-1007824-GaN.cif,test_1898.cif,False
mp-1181864-GaN.cif,test_1898.cif,False
mp-2646978-GaN.cif,test_1898.cif,False
mp-2853-GaN.cif,test_1898.cif,False
mp-804-GaN.cif,test_1898.cif,False
mp-1007824-GaN.cif,test_1902.cif,False
mp-1181864-GaN.cif,test_1902.cif,False
mp-2646978-GaN.cif,test_1902.cif,False
mp-2853-GaN.cif,test_1902.cif,False
mp-804-GaN.cif,test_1902.cif,False
mp-1007824-GaN.cif,test_1905.cif,False
mp-1181864-GaN.cif,test_1905.cif,False
mp-2646978-GaN.cif,test_1905.cif,False
mp-2853-GaN.cif,test_1905.cif,False
mp-804-GaN.cif,test_1905.cif,False
mp-1007824-GaN.cif,test_1906.cif,False
mp-1181864-GaN.cif,test_1906.cif,False
mp-2646978-GaN.cif,test_1906.cif,False
mp-2853-GaN.cif,test_1906.cif,False
mp-804-GaN.cif,test_1906.cif,False
mp-1007824-GaN.cif,test_1916.cif,False
mp-1181864-GaN.cif,test_1916.cif,False
mp-2646978-GaN.cif,test_1916.cif,False
mp-2853-GaN.cif,test_1916.cif,False
mp-804-GaN.cif,test_1916.cif,False
mp-1007824-GaN.cif,test_1944.cif,False
mp-1181864-GaN.cif,test_1944.cif,False
mp-2646978-GaN.cif,test_1944.cif,False
mp-2853-GaN.cif,test_1944.cif,False
mp-804-GaN.cif,test_1944.cif,False
mp-1007824-GaN.cif,test_195.cif,False
mp-1181864-GaN.cif,test_195.cif,False
mp-2646978-GaN.cif,test_195.cif,False
mp-2853-GaN.cif,test_195.cif,False
mp-804-GaN.cif,test_195.cif,False
mp-1007824-GaN.cif,test_1954.cif,False
mp-1181864-GaN.cif,test_1954.cif,False
mp-2646978-GaN.cif,test_1954.cif,False
mp-2853-GaN.cif,test_1954.cif,False
mp-804-GaN.cif,test_1954.cif,False
mp-1007824-GaN.cif,test_1956.cif,False
mp-1181864-GaN.cif,test_1956.cif,False
mp-2646978-GaN.cif,test_1956.cif,False
mp-2853-GaN.cif,test_1956.cif,False
mp-804-GaN.cif,test_1956.cif,False
mp-1007824-GaN.cif,test_1961.cif,False
mp-1181864-GaN.cif,test_1961.cif,False
mp-2646978-GaN.cif,test_1961.cif,False
mp-2853-GaN.cif,test_1961.cif,False
mp-804-GaN.cif,test_1961.cif,False
mp-1007824-GaN.cif,test_1981.cif,False
mp-1181864-GaN.cif,test_1981.cif,False
mp-2646978-GaN.cif,test_1981.cif,False
mp-2853-GaN.cif,test_1981.cif,False
mp-804-GaN.cif,test_1981.cif,False
mp-1007824-GaN.cif,test_2022.cif,False
mp-1181864-GaN.cif,test_2022.cif,False
mp-2646978-GaN.cif,test_2022.cif,False
mp-2853-GaN.cif,test_2022.cif,False
mp-804-GaN.cif,test_2022.cif,False
mp-1007824-GaN.cif,test_205.cif,False
mp-1181864-GaN.cif,test_205.cif,False
mp-2646978-GaN.cif,test_205.cif,False
mp-2853-GaN.cif,test_205.cif,False
mp-804-GaN.cif,test_205.cif,False
mp-1007824-GaN.cif,test_2059.cif,False
mp-1181864-GaN.cif,test_2059.cif,False
mp-2646978-GaN.cif,test_2059.cif,False
mp-2853-GaN.cif,test_2059.cif,False
mp-804-GaN.cif,test_2059.cif,False
mp-1007824-GaN.cif,test_2062.cif,False
mp-1181864-GaN.cif,test_2062.cif,False
mp-2646978-GaN.cif,test_2062.cif,False
mp-2853-GaN.cif,test_2062.cif,False
mp-804-GaN.cif,test_2062.cif,False
mp-1007824-GaN.cif,test_2069.cif,False
mp-1181864-GaN.cif,test_2069.cif,False
mp-2646978-GaN.cif,test_2069.cif,False
mp-2853-GaN.cif,test_2069.cif,False
mp-804-GaN.cif,test_2069.cif,False
mp-1007824-GaN.cif,test_2075.cif,False
mp-1181864-GaN.cif,test_2075.cif,False
mp-2646978-GaN.cif,test_2075.cif,False
mp-2853-GaN.cif,test_2075.cif,False
mp-804-GaN.cif,test_2075.cif,False
mp-1007824-GaN.cif,test_2080.cif,False
mp-1181864-GaN.cif,test_2080.cif,False
mp-2646978-GaN.cif,test_2080.cif,False
mp-2853-GaN.cif,test_2080.cif,False
mp-804-GaN.cif,test_2080.cif,False
mp-1007824-GaN.cif,test_2083.cif,False
mp-1181864-GaN.cif,test_2083.cif,False
mp-2646978-GaN.cif,test_2083.cif,True
mp-2853-GaN.cif,test_2083.cif,False
mp-804-GaN.cif,test_2083.cif,False
mp-1007824-GaN.cif,test_2102.cif,False
mp-1181864-GaN.cif,test_2102.cif,False
mp-2646978-GaN.cif,test_2102.cif,True
mp-2853-GaN.cif,test_2102.cif,True
mp-804-GaN.cif,test_2102.cif,False
mp-1007824-GaN.cif,test_2103.cif,False
mp-1181864-GaN.cif,test_2103.cif,False
mp-2646978-GaN.cif,test_2103.cif,False
mp-2853-GaN.cif,test_2103.cif,False
mp-804-GaN.cif,test_2103.cif,False
mp-1007824-GaN.cif,test_2104.cif,False
mp-1181864-GaN.cif,test_2104.cif,False
mp-2646978-GaN.cif,test_2104.cif,False
mp-2853-GaN.cif,test_2104.cif,False
mp-804-GaN.cif,test_2104.cif,False
mp-1007824-GaN.cif,test_2106.cif,False
mp-1181864-GaN.cif,test_2106.cif,False
mp-2646978-GaN.cif,test_2106.cif,False
mp-2853-GaN.cif,test_2106.cif,False
mp-804-GaN.cif,test_2106.cif,True
mp-1007824-GaN.cif,test_2110.cif,False
mp-1181864-GaN.cif,test_2110.cif,False
mp-2646978-GaN.cif,test_2110.cif,False
mp-2853-GaN.cif,test_2110.cif,False
mp-804-GaN.cif,test_2110.cif,False
mp-1007824-GaN.cif,test_2145.cif,False
mp-1181864-GaN.cif,test_2145.cif,False
mp-2646978-GaN.cif,test_2145.cif,False
mp-2853-GaN.cif,test_2145.cif,False
mp-804-GaN.cif,test_2145.cif,False
mp-1007824-GaN.cif,test_2156.cif,False
mp-1181864-GaN.cif,test_2156.cif,False
mp-2646978-GaN.cif,test_2156.cif,False
mp-2853-GaN.cif,test_2156.cif,False
mp-804-GaN.cif,test_2156.cif,False
mp-1007824-GaN.cif,test_2169.cif,False
mp-1181864-GaN.cif,test_2169.cif,False
mp-2646978-GaN.cif,test_2169.cif,False
mp-2853-GaN.cif,test_2169.cif,False
mp-804-GaN.cif,test_2169.cif,False
mp-1007824-GaN.cif,test_2175.cif,False
mp-1181864-GaN.cif,test_2175.cif,False
mp-2646978-GaN.cif,test_2175.cif,False
mp-2853-GaN.cif,test_2175.cif,False
mp-804-GaN.cif,test_2175.cif,False
mp-1007824-GaN.cif,test_218.cif,False
mp-1181864-GaN.cif,test_218.cif,False
mp-2646978-GaN.cif,test_218.cif,False
mp-2853-GaN.cif,test_218.cif,False
mp-804-GaN.cif,test_218.cif,False
mp-1007824-GaN.cif,test_221.cif,False
mp-1181864-GaN.cif,test_221.cif,False
mp-2646978-GaN.cif,test_221.cif,False
mp-2853-GaN.cif,test_221.cif,False
mp-804-GaN.cif,test_221.cif,False
mp-1007824-GaN.cif,test_2226.cif,False
mp-1181864-GaN.cif,test_2226.cif,False
mp-2646978-GaN.cif,test_2226.cif,False
mp-2853-GaN.cif,test_2226.cif,False
mp-804-GaN.cif,test_2226.cif,False
mp-1007824-GaN.cif,test_2240.cif,False
mp-1181864-GaN.cif,test_2240.cif,False
mp-2646978-GaN.cif,test_2240.cif,False
mp-2853-GaN.cif,test_2240.cif,False
mp-804-GaN.cif,test_2240.cif,False
mp-1007824-GaN.cif,test_2256.cif,False
mp-1181864-GaN.cif,test_2256.cif,False
mp-2646978-GaN.cif,test_2256.cif,False
mp-2853-GaN.cif,test_2256.cif,False
mp-804-GaN.cif,test_2256.cif,False
mp-1007824-GaN.cif,test_2262.cif,False
mp-1181864-GaN.cif,test_2262.cif,False
mp-2646978-GaN.cif,test_2262.cif,False
mp-2853-GaN.cif,test_2262.cif,False
mp-804-GaN.cif,test_2262.cif,False
mp-1007824-GaN.cif,test_2266.cif,False
mp-1181864-GaN.cif,test_2266.cif,False
mp-2646978-GaN.cif,test_2266.cif,False
mp-2853-GaN.cif,test_2266.cif,False
mp-804-GaN.cif,test_2266.cif,False
mp-1007824-GaN.cif,test_2273.cif,False
mp-1181864-GaN.cif,test_2273.cif,False
mp-2646978-GaN.cif,test_2273.cif,False
mp-2853-GaN.cif,test_2273.cif,False
mp-804-GaN.cif,test_2273.cif,False
mp-1007824-GaN.cif,test_2284.cif,False
mp-1181864-GaN.cif,test_2284.cif,False
mp-2646978-GaN.cif,test_2284.cif,False
